Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
195853531,Lore of the Wilds,Analeigh Sbrana,"Sbrana, Analeigh",,"=""0063380595""","=""9780063380592""",0,4.24,Harper Voyager,Hardcover,352,2024,2024,,2023/12/22,"to-read, fae, fantasy, romance","to-read (#360), fae (#52), fantasy (#353), romance (#219)",to-read,,,,0,0
150247395,"The Tainted Cup (Shadow of the Leviathan, #1)",Robert Jackson Bennett,"Bennett, Robert Jackson",,"=""1984820702""","=""9781984820709""",0,4.37,Del Rey,Hardcover,432,2024,2024,,2023/12/22,"to-read, series, urban-fantasy","to-read (#359), series (#350), urban-fantasy (#86)",to-read,,,,0,0
61242426,"Legends & Lattes (Legends & Lattes, #1)",Travis  Baldree,"Baldree, Travis",,"=""""","=""""",0,4.17,Tor,Kindle Edition,296,2022,2022,,2023/12/22,"to-read, fantasy, romance, series","to-read (#358), fantasy (#352), romance (#218), series (#349)",to-read,,,,0,0
124941442,"Sunbringer (Fallen Gods, #2)",Hannah Kaner,"Kaner, Hannah",,"=""0008521514""","=""9780008521516""",0,4.36,HarperVoyager,Hardcover,400,2024,2024,,2023/12/15,"to-read, fantasy, series","to-read (#1), fantasy (#351), series (#348)",to-read,,,,0,0
8070049,"Winter's Passage (Iron Fey, #1.5)",Julie Kagawa,"Kagawa, Julie",,"=""1426858329""","=""9781426858321""",2,3.93,Harlequin Teen,ebook,59,2010,2010,,2023/11/20,"fae, romance, series, young-adult","fae (#51), romance (#217), series (#347), young-adult (#142)",read,,,,1,0
6250169,"Unseen Academicals (Discworld, #37; Rincewind, #8)",Terry Pratchett,"Pratchett, Terry",,"=""0061161705""","=""9780061161704""",5,4.00,HarperCollins,Hardcover,417,2009,2009,,2023/11/20,"fantasy, series","fantasy (#350), series (#346)",read,,,,1,0
61215372,"The Two Towers (The Lord of the Rings, #2)",J.R.R. Tolkien,"Tolkien, J.R.R.",,"=""""","=""""",5,4.48,William Morrow,Kindle Edition,448,2022,1954,,2023/11/20,"fantasy, series","fantasy (#349), series (#345)",read,,,,1,0
288680,"The Truth (Discworld, #25; Industrial Revolution, #2)",Terry Pratchett,"Pratchett, Terry",,"=""0552147680""","=""9780552147682""",5,4.40,Corgi,Mass Market Paperback,444,2001,2000,,2023/11/20,"fantasy, series","fantasy (#348), series (#344)",read,,,,1,0
61884932,Thornhedge,T. Kingfisher,"Kingfisher, T.",,"=""1250244099""","=""9781250244093""",4,4.09,Tor Books,Hardcover,116,2023,2023,,2023/12/16,fairytale-retelling,fairytale-retelling (#41),read,,,,0,0
41015844,"The Royal Ranger: A New Beginning (Ranger's Apprentice: The Royal Ranger, #1)",John Flanagan,"Flanagan, John",,"=""1101638613""","=""""",4,4.27,Puffin Books,Kindle Edition,460,2013,2013,,2023/11/20,"series, young-adult, fantasy","series (#343), young-adult (#141), fantasy (#347)",read,,,,1,0
1524173,"The Sorcerer in the North (Ranger's Apprentice, #5)",John Flanagan,"Flanagan, John",,"=""1741661285""","=""9781741661286""",5,4.27,Penguin Group (USA),Paperback,304,2009,2006,,2023/11/20,"fantasy, series, young-adult","fantasy (#346), series (#342), young-adult (#140)",read,,,,1,0
8785374,"Snuff (Discworld, #39; City Watch, #8)",Terry Pratchett,"Pratchett, Terry",,"=""038561926X""","=""9780385619264""",5,4.18,Doubleday UK,Hardcover,378,2011,2011,,2023/11/20,"fantasy, series","fantasy (#345), series (#341)",read,,,,1,0
18667863,"Slaves of Socorro (Brotherband Chronicles, #4)",John Flanagan,"Flanagan, John",,"=""0399163557""","=""9780399163555""",5,4.38,Viking Books for Young Readers,Hardcover,462,2014,2014,,2023/11/20,"series, young-adult, fantasy","series (#340), young-adult (#139), fantasy (#344)",read,,,,1,0
1814843,"The Siege of Macindaw (Ranger's Apprentice, #6)",John Flanagan,"Flanagan, John",,"=""174166134X""","=""9781741661347""",5,4.34,Puffin Books,Paperback,320,2006,2006,,2023/11/20,"fantasy, series, young-adult","fantasy (#343), series (#339), young-adult (#138)",read,,,,1,0
22886868,"The Shepherd's Crown (Discworld, #41; Tiffany Aching, #5)",Terry Pratchett,"Pratchett, Terry",Rob  Wilkins,"=""0062429973""","=""9780062429971""",5,4.38,Harper,Hardcover,276,2015,2015,,2023/11/20,"fantasy, series","fantasy (#342), series (#338)",read,,,,1,0
21456821,"Scorpion Mountain (Brotherband Chronicles, #5)",John Flanagan,"Flanagan, John",,"=""044087081X""","=""9780440870814""",5,4.41,Corgi Yearling,Paperback,480,2014,2014,,2023/11/20,"series, young-adult, fantasy","series (#337), young-adult (#137), fantasy (#341)",read,,,,1,0
9317452,"Rivers of London (Rivers of London, #1)",Ben Aaronovitch,"Aaronovitch, Ben",,"=""0575097566""","=""9780575097568""",4,3.86,Gollancz,Hardcover,392,2011,2011,,2023/11/20,"series, urban-fantasy","series (#336), urban-fantasy (#85)",read,,,,0,0
61215384,"The Return of the King (The Lord of the Rings, #3)",J.R.R. Tolkien,"Tolkien, J.R.R.",,"=""""","=""""",5,4.56,William Morrow,Kindle Edition,432,2022,1955,,2023/11/20,"fantasy, series","fantasy (#340), series (#335)",read,,,,1,0
11275323,"Raising Steam (Discworld, #40; Moist von Lipwig, #3)",Terry Pratchett,"Pratchett, Terry",,"=""0857522272""","=""9780857522276""",5,4.00,Doubleday,Hardcover,377,2013,2013,,2023/11/20,"series, fantasy","series (#334), fantasy (#339)",read,,,,1,0
10551947,"The Outcasts (Brotherband Chronicles, #1)",John Flanagan,"Flanagan, John",,"=""0399256199""","=""9780399256196""",5,4.38,Philomel Books,Hardcover,434,2011,2011,,2023/11/20,"fantasy, series, young-adult","fantasy (#338), series (#333), young-adult (#136)",read,,,,1,0
386372,"Mort (Discworld, #4; Death, #1)",Terry Pratchett,"Pratchett, Terry",,"=""0061020680""","=""9780061020681""",5,4.24,Harpertorch,Mass Market Paperback,243,2001,1988,,2023/11/20,"series, fantasy","series (#332), fantasy (#337)",read,,,,1,0
10381195,"Moon Over Soho (Rivers of London, #2)",Ben Aaronovitch,"Aaronovitch, Ben",,"=""0575097604""","=""9780575097605""",4,4.09,Gollancz,Hardcover,375,2011,2011,,2023/11/20,"urban-fantasy, series","urban-fantasy (#84), series (#331)",read,,,,1,0
11309018,"The Lost Stories (Ranger's Apprentice, #11)",John Flanagan,"Flanagan, John",,"=""0399256180""","=""9780399256189""",4,4.26,Philomel,Hardcover,422,2011,2011,,2023/11/20,"fantasy, series, young-adult","fantasy (#336), series (#330), young-adult (#135)",read,,,,1,0
8147289,The Lion of Cairo,Scott Oden,"Oden, Scott",,"=""0312372930""","=""9780312372934""",4,3.79,Thomas Dunne Books,Hardcover,384,2010,2010,,2023/12/22,historical,historical (#30),read,,,,1,0
5201089,"The Kings of Clonmel (Ranger's Apprentice, #8)",John Flanagan,"Flanagan, John",,"=""1741663016""","=""9781741663013""",4,4.30,Random House,Paperback,320,2010,2008,,2023/11/20,"series, young-adult, fantasy","series (#329), young-adult (#134), fantasy (#335)",read,,,,1,0
6644117,"The Iron King (The Iron Fey, #1)",Julie Kagawa,"Kagawa, Julie",,"=""0373210086""","=""9780373210084""",3,3.88,Harlequin Teen,Paperback,363,2010,2010,,2023/11/20,"fae, romance, urban-fantasy, series, young-adult","fae (#50), romance (#216), urban-fantasy (#83), series (#328), young-adult (#133)",read,,,,1,0
7747064,"The Iron Daughter (The Iron Fey, #2)",Julie Kagawa,"Kagawa, Julie",,"=""0373210132""","=""9780373210138""",3,4.07,Harlequin Teen,Paperback,359,2010,2010,,2023/11/20,"series, romance, young-adult, urban-fantasy, fae","series (#327), romance (#215), young-adult (#132), urban-fantasy (#82), fae (#49)",read,,,,1,0
13003565,"The Invaders (Brotherband Chronicles, #2)",John Flanagan,"Flanagan, John",,"=""0399256202""","=""9780399256202""",5,4.39,Viking Books for Young Readers,Hardcover,429,2012,2012,,2023/11/20,"fantasy, series, young-adult","fantasy (#334), series (#326), young-adult (#131)",read,,,,1,0
884288,"Interesting Times (Discworld, #17; Rincewind, #5)",Terry Pratchett,"Pratchett, Terry",,"=""0061056901""","=""9780061056901""",5,4.15,HarperTorch,Mass Market Paperback,368,1998,1994,,2023/11/20,"series, fantasy","series (#325), fantasy (#333)",read,,,,1,0
127823,"The Icebound Land (Ranger's Apprentice, #3)",John Flanagan,"Flanagan, John",,"=""0399244565""","=""9780399244568""",5,4.24,Viking Books for Young Readers,Hardcover,266,2007,2005,,2023/11/20,"fantasy, series, young-adult","fantasy (#332), series (#324), young-adult (#130)",read,,,,1,0
7576115,"I Shall Wear Midnight (Discworld, #38; Tiffany Aching, #4)",Terry Pratchett,"Pratchett, Terry",Paul Kidby,"=""0385611072""","=""9780385611077""",5,4.35,Doubleday UK,Hardcover,349,2010,2010,,2023/11/20,"series, fantasy","series (#323), fantasy (#331)",read,,,,1,0
13589152,"The Hunters (Brotherband Chronicles, #3)",John Flanagan,"Flanagan, John",,"=""0399256210""","=""9780399256219""",5,4.44,Viking Books for Young Readers,Hardcover,403,2012,2012,,2023/11/20,"fantasy, series, young-adult","fantasy (#330), series (#322), young-adult (#129)",read,,,,1,0
34501,"A Hat Full of Sky (Discworld, #32; Tiffany Aching, #2)",Terry Pratchett,"Pratchett, Terry",,"=""055255264X""","=""9780552552646""",5,4.32,Corgi,Mass Market Paperback,352,2005,2004,,2023/11/20,"series, fantasy","series (#321), fantasy (#329)",read,,,,1,0
42844155,"Harry Potter and the Sorcerer’s Stone (Harry Potter, #1)",J.K. Rowling,"Rowling, J.K.",Olly Moss,"=""""","=""""",4,4.47,Pottermore Publishing,Kindle Edition,333,2015,1997,,2023/11/20,"fantasy, series, young-adult","fantasy (#328), series (#320), young-adult (#128)",read,,,,1,0
1,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",J.K. Rowling,"Rowling, J.K.",,"=""""","=""""",4,4.58,Scholastic Inc,Paperback,652,2006,2005,,2023/11/20,"series, young-adult, fantasy","series (#319), young-adult (#127), fantasy (#327)",read,,,,1,0
6,"Harry Potter and the Goblet of Fire (Harry Potter, #4)",J.K. Rowling,"Rowling, J.K.","Mary GrandPré, Jim Kay","=""""","=""""",5,4.56,Scholastic,Paperback,734,2002,2000,,2023/11/20,"fantasy, series, young-adult","fantasy (#326), series (#318), young-adult (#126)",read,,,,1,0
136251,"Harry Potter and the Deathly Hallows (Harry Potter, #7)",J.K. Rowling,"Rowling, J.K.",,"=""""","=""""",5,4.62,Arthur A. Levine Books,Hardcover,759,2007,2007,,2023/11/20,"series, young-adult, fantasy","series (#317), young-adult (#125), fantasy (#325)",read,,,,1,0
15881,"Harry Potter and the Chamber of Secrets (Harry Potter, #2)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""""","=""""",4,4.43,Arthur A. Levine Books,Hardcover,341,1999,1998,,2023/11/20,"fantasy, series, young-adult","fantasy (#324), series (#316), young-adult (#124)",read,,,,1,0
6348045,"Halt's Peril (Ranger's Apprentice, #9)",John Flanagan,"Flanagan, John",,"=""1741663024""","=""9781741663020""",4,4.39,Random House Australia,Paperback,440,2009,2009,,2023/11/20,"series, young-adult, fantasy","series (#315), young-adult (#123), fantasy (#323)",read,,,,1,0
12067,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",Terry Pratchett,"Pratchett, Terry",Neil Gaiman,"=""""","=""""",5,4.26,William Morrow,Mass Market Paperback,491,2006,1990,,2023/11/20,urban-fantasy,urban-fantasy (#81),read,,,,0,0
61244268,"Godkiller (Fallen Gods, #1)",Hannah Kaner,"Kaner, Hannah",,"=""0008521468""","=""9780008521462""",4,3.93,Harper Voyager,Hardcover,304,2023,2023,,2023/12/15,"fantasy, series","fantasy (#322), series (#314)",read,,,,1,0
26890008,"The Ghostfaces (Brotherband Chronicles, #6)",John Flanagan,"Flanagan, John",,"=""0451485823""","=""9780451485823""",3,4.39,Listening Library,Audio CD,11,2016,2016,,2023/11/20,"fantasy, series, young-adult","fantasy (#321), series (#313), young-adult (#122)",read,,,,1,0
43267009,"Filthy Fae (Heartland Forest, #2)",Alexa B. James,"James, Alexa B.",,"=""""","=""""",2,4.13,Speak Now,Kindle Edition,317,2019,2019,,2023/11/20,"series, spicy, romance, wolves, urban-fantasy, fae","series (#312), spicy (#87), romance (#214), wolves (#35), urban-fantasy (#80), fae (#48)",read,,,,1,0
61215351,"The Fellowship of the Ring (The Lord of the Rings, #1)",J.R.R. Tolkien,"Tolkien, J.R.R.",,"=""""","=""""",5,4.39,William Morrow,Kindle Edition,432,2022,1954,,2023/11/20,"fantasy, series","fantasy (#320), series (#311)",read,,,,1,0
34527,"Feet of Clay (Discworld, #19; City Watch, #3)",Terry Pratchett,"Pratchett, Terry",,"=""0552153257""","=""9780552153256""",5,4.31,Corgi,Paperback,411,2005,1996,,2023/11/20,"fantasy, series","fantasy (#319), series (#310)",read,,,,1,0
7592279,"The Emperor of Nihon-Ja (Ranger's Apprentice, #10)",John Flanagan,"Flanagan, John",,"=""1741664489""","=""9781741664485""",5,4.42,Random House Australia,Paperback,487,2010,2011,,2023/11/20,"young-adult, series, fantasy","young-adult (#121), series (#309), fantasy (#318)",read,,,,1,0
13335037,"Divergent (Divergent, #1)",Veronica Roth,"Roth, Veronica",,"=""0062024035""","=""9780062024039""",2,4.15,Katherine Tegen Books,Paperback,487,2012,2011,,2023/11/20,"series, fantasy, young-adult","series (#308), fantasy (#317), young-adult (#120)",read,,,,1,0
42790328,"Dirty Alphas (Heartland Forest, #1)",Alexa B. James,"James, Alexa B.","Angelina Avery, Vanesa Garkova Art","=""""","=""""",2,4.14,,Kindle Edition,409,2018,2018,,2023/11/20,"spicy, series, romance, urban-fantasy, wolves","spicy (#86), series (#307), romance (#213), urban-fantasy (#79), wolves (#34)",read,,,,0,0
22055262,"A Darker Shade of Magic (Shades of Magic, #1)",V.E. Schwab,"Schwab, V.E.",,"=""0765376458""","=""9780765376459""",3,4.06,Tor,Hardcover,400,2015,2015,,2023/12/08,"urban-fantasy, series, young-adult","urban-fantasy (#78), series (#306), young-adult (#119)",read,,,,0,0
144349,"The Burning Bridge (Ranger's Apprentice, #2)",John Flanagan,"Flanagan, John",,"=""0399244557""","=""9780399244551""",4,4.31,Viking Books for Young Readers,Hardcover,262,2006,2005,,2023/11/20,"series, young-adult, fantasy","series (#305), young-adult (#118), fantasy (#316)",read,,,,1,0
144350,"The Battle for Skandia (Ranger's Apprentice, #4)",John Flanagan,"Flanagan, John",,"=""0399244573""","=""9780399244575""",5,4.35,Viking Books for Young Readers,Hardcover,294,2008,2006,,2023/11/20,"fantasy, series, young-adult","fantasy (#315), series (#304), young-adult (#117)",read,,,,1,0
2836109,"Erak's Ransom (Ranger's Apprentice, #7)",John Flanagan,"Flanagan, John",,"=""1741662095""","=""9781741662092""",5,4.33,Random House Australia,Paperback,441,2007,2007,,2023/11/20,"fantasy, series, young-adult","fantasy (#314), series (#303), young-adult (#116)",read,,,,1,0
2,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""""","=""""",4,4.50,Scholastic Inc.,Paperback,912,2004,2003,,2023/11/20,"series, young-adult, fantasy","series (#302), young-adult (#115), fantasy (#313)",read,,,,1,0
2767052,"The Hunger Games (The Hunger Games, #1)",Suzanne Collins,"Collins, Suzanne",,"=""0439023483""","=""9780439023481""",3,4.33,Scholastic Press,Hardcover,374,2008,2008,,2023/11/20,"series, fantasy, young-adult","series (#301), fantasy (#312), young-adult (#114)",read,,,,1,0
5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""043965548X""","=""9780439655484""",5,4.58,Scholastic Inc.,Mass Market Paperback,435,2004,1999,,2023/11/20,"fantasy, series, young-adult","fantasy (#311), series (#300), young-adult (#113)",read,,,,1,0
34511,"Monstrous Regiment (Discworld, #31; Industrial Revolution, #3)",Terry Pratchett,"Pratchett, Terry",,"=""""","=""""",5,4.22,,Paperback,496,2003,2003,,2023/11/20,"fantasy, series","fantasy (#310), series (#299)",read,,,,1,0
34517,"Reaper Man (Discworld, #11; Death, #2)",Terry Pratchett,"Pratchett, Terry",,"=""0552152951""","=""9780552152952""",5,4.28,Corgi,Paperback,289,2005,1991,,2023/11/20,"fantasy, series","fantasy (#309), series (#298)",read,,,,1,0
47989,"Night Watch (Discworld, #29; City Watch, #6)",Terry Pratchett,"Pratchett, Terry",,"=""055215430X""","=""9780552154307""",5,4.49,Corgi,Paperback,480,2011,2002,,2023/11/20,"fantasy, series","fantasy (#308), series (#297)",read,,,,1,0
34484,"Small Gods (Discworld, #13)",Terry Pratchett,"Pratchett, Terry",,"=""0552152978""","=""9780552152976""",5,4.31,Corgi,Paperback,389,2005,1992,,2023/11/20,"fantasy, series","fantasy (#307), series (#296)",read,,,,1,0
64222,"Going Postal (Discworld, #33; Moist von Lipwig, #1)",Terry Pratchett,"Pratchett, Terry",,"=""0060502932""","=""9780060502935""",5,4.40,HarperTorch,Mass Market Paperback,394,2005,2004,,2023/11/20,"fantasy, series","fantasy (#306), series (#295)",read,,,,1,0
5907,"The Hobbit (The Lord of the Rings, #0)",J.R.R. Tolkien,"Tolkien, J.R.R.","Douglas A. Anderson, Michael Hague, Jemima Catlin","=""""","=""""",4,4.29,Houghton Mifflin,Paperback,366,2002,1937,,2023/11/20,fantasy,fantasy (#305),read,,,,1,0
34541,"Carpe Jugulum (Discworld, #23; Witches, #6)",Terry Pratchett,"Pratchett, Terry",,"=""0061051586""","=""9780061051586""",5,4.17,Harper,Hardcover,296,1999,1998,,2023/11/20,"fantasy, series","fantasy (#304), series (#294)",read,,,,1,0
34504,"Wyrd Sisters (Discworld, #6; Witches, #2)",Terry Pratchett,"Pratchett, Terry",,"=""0061020664""","=""9780061020667""",5,4.15,HarTorch,Mass Market Paperback,265,2001,1988,,2023/11/20,"fantasy, series","fantasy (#303), series (#293)",read,,,,1,0
13496,"A Game of Thrones (A Song of Ice and Fire, #1)",George R.R. Martin,"Martin, George R.R.",,"=""0553588486""","=""9780553588484""",2,4.44,Bantam,Mass Market Paperback,835,2005,1996,,2023/11/20,"fantasy, series","fantasy (#302), series (#292)",read,,,,1,0
34503,"The Last Hero (Discworld, #27; Rincewind, #7)",Terry Pratchett,"Pratchett, Terry",Paul Kidby,"=""0060507772""","=""9780060507770""",5,4.17,Harper Paperbacks,Paperback,176,2002,2001,,2023/11/20,"fantasy, series","fantasy (#301), series (#291)",read,,,,1,0
34510,"Moving Pictures (Discworld, #10; Industrial Revolution, #1)",Terry Pratchett,"Pratchett, Terry",,"=""0552152943""","=""9780552152945""",5,3.96,Corgi,Paperback,396,2005,1990,,2023/11/20,"fantasy, series","fantasy (#300), series (#290)",read,,,,1,0
34529,"Lords and Ladies (Discworld, #14; Witches, #4)",Terry Pratchett,"Pratchett, Terry",,"=""055215315X""","=""9780552153157""",5,4.20,Corgi,Paperback,352,2005,1992,,2023/11/20,"fantasy, series","fantasy (#299), series (#289)",read,,,,1,0
34534,"The Amazing Maurice and His Educated Rodents (Discworld, #28)",Terry Pratchett,"Pratchett, Terry",,"=""006001234X""","=""9780060012342""",5,4.06,Clarion Books,Library Binding,256,2001,2001,,2023/11/20,"fantasy, series, young-adult","fantasy (#298), series (#288), young-adult (#112)",read,,,,1,0
47990,"Jingo (Discworld, #21; City Watch, #4)",Terry Pratchett,"Pratchett, Terry",,"=""0552154164""","=""9780552154161""",5,4.18,Corgi Books,Paperback,461,2006,1997,,2023/11/20,"fantasy, series","fantasy (#297), series (#287)",read,,,,1,0
64216,"Guards! Guards! (Discworld, #8; City Watch, #1)",Terry Pratchett,"Pratchett, Terry",,"=""0061020648""","=""9780061020643""",5,4.33,HarperTorch,Mass Market Paperback,376,2001,1989,,2023/11/20,"fantasy, series","fantasy (#296), series (#286)",read,,,,0,0
34502,"Soul Music (Discworld, #16; Death, #3)",Terry Pratchett,"Pratchett, Terry",,"=""057506689X""","=""9780575066892""",5,4.05,Gollancz,Hardcover,288,1999,1994,,2023/11/20,"fantasy, series","fantasy (#295), series (#285)",read,,,,1,0
78876,"Maskerade (Discworld, #18; Witches, #5)",Terry Pratchett,"Pratchett, Terry",,"=""0575058080""","=""9780575058088""",5,4.11,VictorGollancz,Hardcover,285,1995,1995,,2023/11/20,"fantasy, series","fantasy (#294), series (#284)",read,,,,1,0
64217,"Pyramids (Discworld, #7)",Terry Pratchett,"Pratchett, Terry",,"=""0061020656""","=""9780061020650""",4,3.92,Harper,Paperback,341,2008,1989,,2023/11/20,"fantasy, series","fantasy (#293), series (#283)",read,,,,1,0
2442,"Witches Abroad (Discworld, #12; Witches, #3)",Terry Pratchett,"Pratchett, Terry",,"=""0061020613""","=""9780061020612""",5,4.24,Harper,Mass Market Paperback,374,2002,1991,,2023/11/20,"fantasy, series","fantasy (#292), series (#282)",read,,,,1,0
1622,A Midsummer Night's Dream,William Shakespeare,"Shakespeare, William","Barbara A. Mowat, Paul Werstine, Alan Durband, Roma Gill, Catherine Belsey, A.R. Braunmuller","=""0743477545""","=""9780743477543""",5,3.95,Simon & Schuster,Mass Market Paperback,240,2016,1595,,2023/12/22,fae,fae (#47),read,,,,1,0
63720,"The Fifth Elephant (Discworld, #24; City Watch, #5)",Terry Pratchett,"Pratchett, Terry",,"=""0552154229""","=""9780552154222""",5,4.30,Corgi,Paperback,464,2009,1999,,2023/11/20,"fantasy, series","fantasy (#291), series (#281)",read,,,,1,0
62530,"Thud! (Discworld, #34; City Watch, #7)",Terry Pratchett,"Pratchett, Terry",,"=""""","=""""",5,4.34,Corgi,Paperback,439,2006,2005,,2023/11/20,"series, fantasy","series (#280), fantasy (#290)",read,,,,1,0
60400,"The Ruins of Gorlan (Ranger's Apprentice, #1)",John Flanagan,"Flanagan, John",,"=""0142406635""","=""9780142406632""",5,4.24,Puffin Books,Paperback,249,2006,2004,,2023/11/20,"fantasy, series, young-adult","fantasy (#288), series (#278), young-adult (#111)",read,,,,1,0
400354,"Men at Arms (Discworld, #15; City Watch, #2)",Terry Pratchett,"Pratchett, Terry",,"=""0061092193""","=""9780061092190""",5,4.40,HarperPrism,Mass Market Paperback,377,2003,1993,,2023/11/20,"fantasy, series","fantasy (#289), series (#279)",read,,,,1,0
34506,"The Light Fantastic (Discworld, #2; Rincewind, #2)",Terry Pratchett,"Pratchett, Terry",,"=""0061020702""","=""9780061020704""",4,4.00,HarperTorch,Mass Market Paperback,277,2000,1986,,2023/11/20,"fantasy, series","fantasy (#287), series (#277)",read,,,,1,0
47994,"The Last Continent (Discworld, #22; Rincewind, #6)",Terry Pratchett,"Pratchett, Terry",,"=""0552154180""","=""9780552154185""",4,3.99,Corgi,Paperback,416,2006,1998,,2023/11/20,"fantasy, series","fantasy (#286), series (#276)",read,,,,1,0
34532,"Hogfather (Discworld, #20; Death, #4)",Terry Pratchett,"Pratchett, Terry",,"=""0552154288""","=""9780552154284""",5,4.25,Corgi,Paperback,448,2006,1996,,2023/11/20,"fantasy, series","fantasy (#285), series (#275)",read,,,,1,0
34507,"Equal Rites (Discworld, #3; Witches, #1)",Terry Pratchett,"Pratchett, Terry",,"=""0060855908""","=""9780060855901""",5,4.06,Harper Perennial,Paperback,240,2005,1987,,2023/11/20,"fantasy, series","fantasy (#284), series (#274)",read,,,,1,0
34492,"Wintersmith (Discworld, #35; Tiffany Aching, #3)",Terry Pratchett,"Pratchett, Terry",,"=""0060890312""","=""9780060890315""",5,4.24,HarperTempest,Hardcover,325,2006,2006,,2023/11/20,"fantasy, series","fantasy (#283), series (#273)",read,,,,1,0
34497,"The Color of Magic (Discworld, #1; Rincewind, #1)",Terry Pratchett,"Pratchett, Terry",,"=""0060855924""","=""9780060855925""",4,4.00,Harper,Paperback,228,2005,1983,,2023/11/20,"fantasy, series","fantasy (#282), series (#272)",read,,,,0,0
116296,"Making Money (Discworld, #36; Moist Von Lipwig, #2)",Terry Pratchett,"Pratchett, Terry",,"=""0061161640""","=""9780061161643""",5,4.26,Harper,Hardcover,394,2007,2007,,2023/11/20,"fantasy, series","fantasy (#281), series (#271)",read,,,,1,0
34494,"The Wee Free Men (Discworld, #30; Tiffany Aching, #1)",Terry Pratchett,"Pratchett, Terry",,"=""0060012382""","=""9780060012380""",5,4.29,HarperTrophy,Mass Market Paperback,375,2004,2003,,2023/11/20,"fantasy, series","fantasy (#280), series (#270)",read,,,,1,0
34499,"Sourcery (Discworld, #5; Rincewind, #3)",Terry Pratchett,"Pratchett, Terry",,"=""0061020672""","=""9780061020674""",5,3.91,Harper,Mass Market Paperback,276,2008,1988,,2023/11/20,"fantasy, series","fantasy (#279), series (#269)",read,,,,1,0
64218,"Eric (Discworld, #9; Rincewind, #4)",Terry Pratchett,"Pratchett, Terry",,"=""0380821214""","=""9780380821211""",4,3.78,Harper,Mass Market Paperback,197,2008,1990,,2023/11/20,"fantasy, series","fantasy (#278), series (#268)",read,,,,1,0
49011,The Bloody Chamber and Other Stories,Angela Carter,"Carter, Angela",,"=""014017821X""","=""9780140178210""",5,3.93,Penguin Books,Paperback,128,1990,1979,,2023/11/20,"anthology, fairytale-retelling","anthology (#5), fairytale-retelling (#40)",read,,,,0,0
48002,"Thief of Time (Discworld, #26; Death, #5)",Terry Pratchett,"Pratchett, Terry",,"=""0061031321""","=""9780061031328""",5,4.27,HarperTorch,Paperback,378,2008,2001,,2023/11/20,"fantasy, series","fantasy (#277), series (#267)",read,,,,1,0
12183815,"Brief Cases (The Dresden Files, #15.1)",Jim Butcher,"Butcher, Jim",,"=""0451492129""","=""9780451492128""",4,4.40,Ace,ebook,516,2018,2018,,2023/11/20,"series, urban-fantasy, anthology","series (#262), urban-fantasy (#73), anthology (#4)",read,,,,1,0
7779059,"Side Jobs (The Dresden Files, #12.5)",Jim Butcher,"Butcher, Jim",,"=""045146365X""","=""9780451463654""",4,4.26,Roc,Hardcover,418,2010,2010,,2023/11/20,"urban-fantasy, series, anthology","urban-fantasy (#69), series (#258), anthology (#3)",read,,,,1,0
54513223,"Mirror Mirror (The Dresden Files, #19)",Jim Butcher,"Butcher, Jim",,"=""""","=""""",0,4.39,,Kindle Edition,,2024,2024,,2023/12/22,"urban-fantasy, series, to-read","urban-fantasy (#77), series (#266), to-read (#357)",to-read,,,,0,0
56143881,"Twelve Months (The Dresden Files, #18)",Jim Butcher,"Butcher, Jim",,"=""""","=""""",0,4.44,,Kindle Edition,,,,,2023/12/22,"to-read, series, urban-fantasy","to-read (#356), series (#265), urban-fantasy (#76)",to-read,,,,0,0
23106013,"Battle Ground (The Dresden Files, #17)",Jim Butcher,"Butcher, Jim",,"=""0593199308""","=""9780593199305""",5,4.42,Ace,Hardcover,418,2020,2020,,2023/11/20,"series, urban-fantasy","series (#264), urban-fantasy (#75)",read,,,,1,0
49381341,"Peace Talks (The Dresden Files, #16)",Jim Butcher,"Butcher, Jim",,"=""0451464419""","=""9780451464415""",4,4.22,Ace,Hardcover,340,2020,2020,,2023/11/20,"series, urban-fantasy","series (#263), urban-fantasy (#74)",read,,,,1,0
19486421,"Skin Game (The Dresden Files, #15)",Jim Butcher,"Butcher, Jim",,"=""0451464397""","=""9780451464392""",5,4.56,Roc,Hardcover,464,2014,2014,,2023/11/20,"series, urban-fantasy","series (#261), urban-fantasy (#72)",read,,,,1,0
12216302,"Cold Days (The Dresden Files, #14)",Jim Butcher,"Butcher, Jim",,"=""0451464400""","=""9780451464408""",4,4.48,Penguin Group (USA),Hardcover,515,2012,2012,,2023/11/20,"urban-fantasy, series","urban-fantasy (#71), series (#260)",read,,,,1,0
